contin_Number,EM_series,pre,post,type,sections,partner_Number,post1,post2,post3,post4
9593,N930,NRRfrag,"ABRP-16,CEMDR",chemical,1,2,ABRP-16,CEMDR,,
4487,N930,RIAR,"RMDDR,RMDVL",chemical,9,2,RMDDR,RMDVL,,
4486,N930,RIAR,"RMDDR,RMDVL",chemical,8,2,RMDDR,RMDVL,,
4485,N930,RIAR,"RMDDR,RMDVL",chemical,2,2,RMDDR,RMDVL,,
4484,N930,RIAR,RMDDR,chemical,1,1,RMDDR,,,
4482,N930,RIAR,"RMDDR,RMDVL",chemical,11,2,RMDDR,RMDVL,,
4481,N930,RIAR,RMDDR,chemical,1,1,RMDDR,,,
4480,N930,RIAR,"RMDDR,RMDVL",chemical,9,2,RMDDR,RMDVL,,
4479,N930,RIAR,"RMDDR,RMDVL",chemical,3,2,RMDDR,RMDVL,,
4478,N930,RIAR,"RMDDR,RMDVL",chemical,24,2,RMDDR,RMDVL,,
4477,N930,RIAR,"RMDDR,RMDVL",chemical,9,2,RMDDR,RMDVL,,
4475,N930,RIAL,"RMDDR,RMDVL",chemical,4,2,RMDDR,RMDVL,,
4474,N930,RIAR,"RMDDR,RMDVL",chemical,3,2,RMDDR,RMDVL,,
8734,N930,[AINR],RIAL,chemical,6,1,RIAL,,,
8735,N930,RIS,"AVER,RIBL",chemical,1,2,AVER,RIBL,,
8734,N930,[AINR],RIAL,chemical,1,1,RIAL,,,
4460,N930,[AVFR],"[AVBR],[MCMR]",chemical,1,2,[AVBR],[MCMR],,
4459,N930,[PVQL],"[AVFL],[AVBL]",chemical,2,2,[AVFL],[AVBL],,
6111,N930,ADAL,"[AIBL],RIFL,[RIML]",chemical,1,3,[AIBL],RIFL,[RIML],
6110,N930,AFDR,AIYR,chemical,1,1,AIYR,,,
4454,N930,[ASGR],[AIAR],chemical,1,1,[AIAR],,,
2192,N930,[AQR],"obj134268,VGR[PVCL]",chemical,1,2,obj134268,VGR[PVCL],,
10544,N930,[ASJL],[PVQL],chemical,2,1,[PVQL],,,
7768,N930,[Excretory Gland],"RIVR,SAADL",chemical,1,2,RIVR,SAADL,,
2190,N930,SMBVR,SAADR,chemical,6,1,SAADR,,,
2189,N930,RIAR,"SAADR,SMDDR",chemical,1,2,SAADR,SMDDR,,
10369,N930,ADFR,"RIAR,AIZR",chemical,1,2,RIAR,AIZR,,
2187,N930,DVA,"AVEL,AIZR",chemical,2,2,AVEL,AIZR,,
10180,N930,[ASHR],"[AIAR],AVDL",chemical,15,2,[AIAR],AVDL,,
2186,N930,PVS,"VC126,SMBVR,ADLR",chemical,1,3,VC126,SMBVR,ADLR,
2185,N930,[SMDVL],SMDDR,chemical,1,1,SMDDR,,,
2183,N930,AIYR,"AFDR,AIZR",chemical,3,2,AFDR,AIZR,,
2182,N930,AWAL,[AIZL],chemical,3,1,[AIZL],,,
2181,N930,SMBDL,"[RIML],AIBR",chemical,2,2,[RIML],AIBR,,
2179,N930,[AQR],"[AVDR],[AVBR]",chemical,3,2,[AVDR],[AVBR],,
2178,N930,VC121,"[AVBR],NR21",chemical,1,2,[AVBR],NR21,,
2177,N930,RIVL,SAADR,chemical,2,1,SAADR,,,
2174,N930,[AIZL],"[RIML],AIBR",chemical,1,2,[RIML],AIBR,,
2173,N930,[ASGL],VC16,chemical,1,1,VC16,,,
2172,N930,[ASKL],"[ASHL],VC16",chemical,2,2,[ASHL],VC16,,
2171,N930,[ASGL],[ASEL],chemical,1,1,[ASEL],,,
2170,N930,[AWCL],"NR32,AIAL",chemical,3,2,NR32,AIAL,,
2168,N930,SMBVL,"RMDVR,PLNL",chemical,2,2,RMDVR,PLNL,,
10592,N930,[RICR],"RIVR,AVAR",chemical,2,2,RIVR,AVAR,,
2166,N930,RIVL,SAADR,chemical,1,1,SAADR,,,
2165,N930,[SMDVL],"RIAR,SMDDR",chemical,1,2,RIAR,SMDDR,,
2164,N930,RIAR,"SMDDR,[SMDVL]",chemical,1,2,SMDDR,[SMDVL],,
2163,N930,SAAVR,"RMFL,AVAR",chemical,1,2,RMFL,AVAR,,
2162,N930,ABL-2,unk-L,chemical,1,1,unk-L,,,
2161,N930,URBL,"ABLP-22,ABLP-29",chemical,3,2,ABLP-22,ABLP-29,,
2160,N930,ABL-2,unk-L,chemical,1,1,unk-L,,,
2159,N930,SMBDR,SAAVL,chemical,1,1,SAAVL,,,
2158,N930,[MCML],"ABL-15,ABLP-17",chemical,3,2,ABL-15,ABLP-17,,
2157,N930,SMBDR,SAAVL,chemical,2,1,SAAVL,,,
2156,N930,ALNL,"SMBDR,SAAVL",chemical,4,2,SMBDR,SAAVL,,
2155,N930,SMBDR,SAAVL,chemical,3,1,SAAVL,,,
2154,N930,ALA,"AVEL,NRLfrag",chemical,3,2,AVEL,NRLfrag,,
2153,N930,ABR-12,"ABR-10,ABR-11",chemical,1,2,ABR-10,ABR-11,,
2152,N930,ABR-4,"SMDVR,ABR-6",chemical,1,2,SMDVR,ABR-6,,
9558,N930,[ALNR],"SAAVR,SMBDL",chemical,1,2,SAAVR,SMBDL,,
9557,N930,SMBDL,"[ALNR],SAAVR",chemical,1,2,[ALNR],SAAVR,,
9556,N930,SMBDL,SAAVR,chemical,3,1,SAAVR,,,
2148,N930,[ALNR],SMDVR,chemical,6,1,SMDVR,,,
9555,N930,SMBDL,SAAVR,chemical,3,1,SAAVR,,,
2147,N930,ABR-19,"ABRP-10,ABR",chemical,3,2,ABRP-10,ABR,,
2146,N930,SMDDL,"SAAVR,SMBDL",chemical,4,2,SAAVR,SMBDL,,
2145,N930,ADLR,"AVDL,AIBR",chemical,1,2,AVDL,AIBR,,
2144,N930,ADLR,"SMBVR,AVDL",chemical,3,2,SMBVR,AVDL,,
2142,N930,[ASGR],[AIAR],chemical,2,1,[AIAR],,,
4524,N930,ADLR,"[AIAR],AIBR",chemical,1,2,[AIAR],AIBR,,
2141,N930,[AIMR],"[AIAR],AIBR",chemical,2,2,[AIAR],AIBR,,
2140,N930,[AIMR],[ASGR],chemical,1,1,[ASGR],,,
2139,N930,[RIMR],"SMDDL,SMDVR",chemical,1,2,SMDDL,SMDVR,,
2136,N930,[DVC],"[AVKL],AVL",chemical,1,2,[AVKL],AVL,,
2135,N930,[AIZL],"[RIML],AIBR",chemical,1,2,[RIML],AIBR,,
2134,N930,[CEMVL],"[AWCL],[CEPVL]",chemical,3,2,[AWCL],[CEPVL],,
2133,N930,[RIGL],"RIR,AVER",chemical,4,2,RIR,AVER,,
2131,N930,[SMDVL],"RIAR,RIAL",chemical,1,2,RIAR,RIAL,,
2129,N930,[AINL],"CEPVR,[CEPshVR]",chemical,3,2,CEPVR,[CEPshVR],,
2127,N930,RIAL,"RMDVL,[SIAVR],RIVL",chemical,4,3,RMDVL,[SIAVR],RIVL,
2126,N930,SMDVR,"RIAR,RIAL",chemical,1,2,RIAR,RIAL,,
2125,N930,[PVR],"[AVBR],RIPR",chemical,1,2,[AVBR],RIPR,,
2124,N930,AWAL,NR32,chemical,1,1,NR32,,,
2123,N930,RIVR,"NR108,GLRVL,mus-VC",chemical,10,3,NR108,GLRVL,mus-VC,
2122,N930,RIVR,mus-VC,chemical,1,1,mus-VC,,,
2121,N930,RIVR,NR108,chemical,1,1,NR108,,,
2120,N930,RIAR,[SMDVL],chemical,1,1,[SMDVL],,,
2119,N930,RIAR,"SMDDR,[SMDVL]",chemical,5,2,SMDDR,[SMDVL],,
2118,N930,[AVJL],SMBVL,chemical,1,1,SMBVL,,,
2117,N930,ADLR,"VGR[PVCL],AVDL",chemical,2,2,VGR[PVCL],AVDL,,
2116,N930,ADLR,"AVDL,AIBR",chemical,3,2,AVDL,AIBR,,
2115,N930,[AIMR],AIBR,chemical,2,1,AIBR,,,
2114,N930,[ASGR],"AIBR,[AIMR]",chemical,1,2,AIBR,[AIMR],,
2112,N930,[ASHL],"[AVDR],NR120",chemical,2,2,[AVDR],NR120,,
2111,N930,[ASKL],VC16,chemical,1,1,VC16,,,
2110,N930,[ASHL],"[AVDR],NR120",chemical,1,2,[AVDR],NR120,,
2109,N930,[ADLL],"[AVDR],[AVJL]",chemical,1,2,[AVDR],[AVJL],,
2108,N930,[ADLL],"[AVDR],[AVJL]",chemical,1,2,[AVDR],[AVJL],,
2107,N930,[AIZL],"[RIML],AIBR",chemical,2,2,[RIML],AIBR,,
2106,N930,RIS,"AVL,RMEV",chemical,2,2,AVL,RMEV,,
2105,N930,CEPVR,"[RICL],SMDDR,[RICR]",chemical,3,3,[RICL],SMDDR,[RICR],
2103,N930,SIAVL,RIVR,chemical,1,1,RIVR,,,
10405,N930,neuron5,"[ASER],NR102",chemical,1,2,[ASER],NR102,,
2100,N930,RIAR,"RIAL,SMDDR",chemical,2,2,RIAL,SMDDR,,
2099,N930,AVHL,"[AWBL],SMBVL",chemical,1,2,[AWBL],SMBVL,,
2098,N930,[RIGR],RIR,chemical,2,1,RIR,,,
2097,N930,RIR,"AVEL,[RIGR]",chemical,2,2,AVEL,[RIGR],,
2096,N930,[PVT],"[AIBL],CEMVR",chemical,3,2,[AIBL],CEMVR,,
2095,N930,CEMVR,"SAADR,AVAL",chemical,1,2,SAADR,AVAL,,
2094,N930,[AIYL],"RIAL,RIR",chemical,1,2,RIAL,RIR,,
2093,N930,RIR,"RIAL,[AIZL]",chemical,5,2,RIAL,[AIZL],,
4453,N930,[AIMR],[AIAR],chemical,1,1,[AIAR],,,
2090,N930,[ASHR],"[AIAR],AVDL",chemical,3,2,[AIAR],AVDL,,
4452,N930,[ASKR],"[AIAR],[ASHR]",chemical,1,2,[AIAR],[ASHR],,
2089,N930,[CEMVL],[CEPVL],chemical,1,1,[CEPVL],,,
2088,N930,[CEMVL],"[CEPVL],CEPshVL",chemical,1,2,[CEPVL],CEPshVL,,
2087,N930,[CEMVL],"[CEPVL],CEPshVL",chemical,1,2,[CEPVL],CEPshVL,,
2086,N930,RIVL,"RIAL,RMDDR",chemical,2,2,RIAL,RMDDR,,
2085,N930,AIYR,"AFDR,ADFR,AIZR",chemical,2,3,AFDR,ADFR,AIZR,
2084,N930,AIAL,"[AWCL],NR32",chemical,3,2,[AWCL],NR32,,
2083,N930,[RICR],"SMDDL,AVAR",chemical,3,2,SMDDL,AVAR,,
2082,N930,[PVR],"[AVBR],RIPR",chemical,3,2,[AVBR],RIPR,,
2081,N930,RIVL,"RMDVL,[SIAVR],NR54",chemical,1,3,RMDVL,[SIAVR],NR54,
7767,N930,SAAVR,"AVAR,SMDDL",chemical,3,2,AVAR,SMDDL,,
2079,N930,BAGL,"RIAR,RIBR",chemical,1,2,RIAR,RIBR,,
2078,N930,[AUAR],"RIBR,RIAR",chemical,7,2,RIBR,RIAR,,
2077,N930,RIVL,"musVC,mus-VC,mus-V,RIVR",chemical,5,4,musVC,mus-VC,mus-V,RIVR
2076,N930,RIAL,RMDDR,chemical,1,1,RMDDR,,,
2075,N930,RIAL,"RMDDR,[SMDVL]",chemical,2,2,RMDDR,[SMDVL],,
2074,N930,RIAR,"RIAL,SMDDR",chemical,2,2,RIAL,SMDDR,,
2073,N930,[DVA],"AVER,RIR",chemical,6,2,AVER,RIR,,
2072,N930,[AVFR],"RIFL,[MCML]",chemical,1,2,RIFL,[MCML],,
2071,N930,CEPVR,"[RICL],[RICR]",chemical,1,2,[RICL],[RICR],,
2070,N930,ADLR,"VGR[PVCL],AVDL",chemical,1,2,VGR[PVCL],AVDL,,
2069,N930,[MCMR],"RIPR,[AVBR]",chemical,3,2,RIPR,[AVBR],,
2068,N930,[MCMR],"[AVBL],RIPR",chemical,2,2,[AVBL],RIPR,,
2067,N930,AWAL,[AIZL],chemical,2,1,[AIZL],,,
2066,N930,[AIYL],"RIBL,[AUAL]",chemical,1,2,RIBL,[AUAL],,
2065,N930,RIVL,"SMDDR,RIAL",chemical,1,2,SMDDR,RIAL,,
2064,N930,RIAL,"RIVL,SMDDR",chemical,1,2,RIVL,SMDDR,,
2063,N930,AIAL,"[AWCL],NR32",chemical,2,2,[AWCL],NR32,,
2062,N930,[ASKL],VC16,chemical,1,1,VC16,,,
2060,N930,AWAL,"[AIZL],NR32",chemical,3,2,[AIZL],NR32,,
2059,N930,[AIZL],"AIBR,AVER",chemical,1,2,AIBR,AVER,,
2058,N930,[AWCL],"NR32,AIAL",chemical,3,2,NR32,AIAL,,
2057,N930,AIAL,NR32,chemical,1,1,NR32,,,
2056,N930,CEMVR,[AWCR],chemical,1,1,[AWCR],,,
2055,N930,[CEPVL],CEPshVL,chemical,1,1,CEPshVL,,,
2054,N930,DVA,"RIR,AVEL",chemical,2,2,RIR,AVEL,,
2053,N930,RIH,"RIAR,BAGL",chemical,1,2,RIAR,BAGL,,
2052,N930,CEMVR,[AVBL],chemical,1,1,[AVBL],,,
2051,N930,CEMVR,"[AVBL],RIPR,[AVBR]",chemical,1,3,[AVBL],RIPR,[AVBR],
2050,N930,RIVR,SAADL,chemical,3,1,SAADL,,,
2049,N930,AIML,"VC16,[AIBL]",chemical,5,2,VC16,[AIBL],,
2048,N930,PVCL,"[AVDR],RID",chemical,2,2,[AVDR],RID,,
2047,N930,[RICR],"SMDDL,AVAR,SAAVR",chemical,8,3,SMDDL,AVAR,SAAVR,
2046,N930,[AIZL],"[RIML],AIBR",chemical,3,2,[RIML],AIBR,,
2045,N930,ADFL,"[AIZL],RIAL",chemical,3,2,[AIZL],RIAL,,
2044,N930,RIVL,"RIVR,mus-V",chemical,5,2,RIVR,mus-V,,
2043,N930,RIVL,musVC,chemical,2,1,musVC,musVC,,
2042,N930,RIVL,"musVC,mus-V",chemical,4,2,musVC,mus-V,,
2041,N930,RIVL,mus-V,chemical,3,1,mus-V,,,
1910,N930,BAGL,"RIAR,RIBR",chemical,6,2,RIAR,RIBR,,
1909,N930,[RICR],"SMDDL,AVAR",chemical,2,2,SMDDL,AVAR,,
1908,N930,SAAVR,"AVAR,SMDDL",chemical,1,2,AVAR,SMDDL,,
1907,N930,[AIZL],"[RIML],AIBR",chemical,3,2,[RIML],AIBR,,
1906,N930,ALML,[CEPVL],chemical,1,1,[CEPVL],,,
1905,N930,ALML,[CEPVL],chemical,4,1,[CEPVL],,,
1904,N930,RIVR,"SIAVL,RMDVR",chemical,1,2,SIAVL,RMDVR,,
1902,N930,RIS,"RMEV,[RIMR]",chemical,5,2,RMEV,[RIMR],,
1901,N930,RIAL,"RMDDL,SMDDL",chemical,2,2,RMDDL,SMDDL,,
1896,N930,RIVL,"RIVR,mus-V",chemical,3,2,RIVR,mus-V,,
1895,N930,[AWCL],NR32,chemical,1,1,NR32,,,
1894,N930,CEPVR,[RICL],chemical,1,1,[RICL],,,
1893,N930,CEPVR,"[RICL],[RICR]",chemical,1,2,[RICL],[RICR],,
1892,N930,CEPVR,"[RICL],[RICR],SMDDR",chemical,4,3,[RICL],[RICR],SMDDR,
4451,N930,[AIMR],"AIBR,[AIAR]",chemical,1,2,AIBR,[AIAR],,
1890,N930,[AUAR],"RIBR,RIAR",chemical,1,2,RIBR,RIAR,,
1889,N930,AWAR,"AFDR,AIZR",chemical,2,2,AFDR,AIZR,,
1888,N930,ADLR,"VGR[PVCL],AVDL",chemical,1,2,VGR[PVCL],AVDL,,
1887,N930,ADLR,"VGR[PVCL],AVDL,SMBVR",chemical,5,3,VGR[PVCL],AVDL,SMBVR,
4450,N930,[ASHR],[AIAR],chemical,2,1,[AIAR],,,
4449,N930,[ASHR],[AIAR],chemical,2,1,[AIAR],,,
1884,N930,[AUAR],"obj122331,RIAR",chemical,1,2,obj122331,RIAR,,
4448,N930,[ASGR],[AIAR],chemical,1,1,[AIAR],,,
1881,N930,RIAR,"SMDDR,[SMDVL]",chemical,2,2,SMDDR,[SMDVL],,
1880,N930,SMBVL,SAADL,chemical,7,1,SAADL,,,
1879,N930,[PVQL],"[AVFL],[AVBL]",chemical,1,2,[AVFL],[AVBL],,
1878,N930,AIML,"VC16,[AIBL]",chemical,2,2,VC16,[AIBL],,
1877,N930,[ASJL],[PVQL],chemical,3,1,[PVQL],,,
1876,N930,[AVFR],"[EF3],[AVBR],obj121863,[MCMR]",chemical,2,4,[EF3],[AVBR],obj121863,[MCMR]
1875,N930,[ASJR],"[ASKR],[PVQR]",chemical,1,2,[ASKR],[PVQR],,
7340,N930,SMBVR,"[PLNR],SAADR",chemical,4,2,[PLNR],SAADR,,
7339,N930,SMBVR,"[PLNR],SAADR",chemical,1,2,[PLNR],SAADR,,
1874,N930,[ASHL],"VC16,[ASKL]",chemical,1,2,VC16,[ASKL],,
1861,N930,ADFL,"[AIZL],RIAL",chemical,7,2,[AIZL],RIAL,,
1860,N930,AVL,RMEV,chemical,3,1,RMEV,,,
7766,N930,[AIBL],"SMDDR,[RIMR]",chemical,2,2,SMDDR,[RIMR],,
7765,N930,[AIBL],"RIML,SMDDR",chemical,1,2,RIML,SMDDR,,
7764,N930,[AIBL],"SMDDR,[RIMR]",chemical,1,2,SMDDR,[RIMR],,
1858,N930,AIZR,"[AIBL],[RIMR],AIZR",chemical,7,3,[AIBL],[RIMR],AIZR,
1857,N930,AIZR,"AVEL,[AIBL]",chemical,2,2,AVEL,[AIBL],,
1856,N930,AIZR,"AVEL,[AIBL]",chemical,3,2,AVEL,[AIBL],,
1855,N930,[AQR],"[PVCR],VGR[PVCL]",chemical,3,2,[PVCR],VGR[PVCL],,
1852,N930,AVL,RIAL,chemical,1,1,RIAL,,,
1851,N930,[RICL],"AVAL,SMDDR",chemical,3,2,AVAL,SMDDR,,
1850,N930,[AWCL],"NR32,AIAL",chemical,3,2,NR32,AIAL,,
1849,N930,[ASEL],"NR32,[AWCL]",chemical,2,2,NR32,[AWCL],,
1848,N930,ADFR,"AIZR,AFDR",chemical,2,2,AIZR,AFDR,,
1842,N930,CEMVR,"[CEPshVR],CEPVR",chemical,1,2,[CEPshVR],CEPVR,,
1841,N930,CEMVR,"[CEPshVR],CEPVR",chemical,1,2,[CEPshVR],CEPVR,,
10441,N930,[AINL],"BAGL,AFDR",chemical,3,2,BAGL,AFDR,,
10440,N930,[AINL],"AFDR,BAGL",chemical,1,2,AFDR,BAGL,,
1838,N930,RIR,"DVA,AIZR",chemical,2,2,DVA,AIZR,,
1837,N930,RIR,"[AUAR],RIAR,ADFR",chemical,2,3,[AUAR],RIAR,ADFR,
1836,N930,DVA,"AIZR,[AUAR],DVA",chemical,2,3,AIZR,[AUAR],DVA,
1835,N930,RIH,"RIAR,RIBR,RIH,[AUAR]",chemical,2,4,RIAR,RIBR,RIH,[AUAR]
10404,N930,neuron5,"AIYR,[AWCR]",chemical,2,2,AIYR,[AWCR],,
10403,N930,[AWCR],"neuron5,AIYR",chemical,4,2,neuron5,AIYR,,
1832,N930,[MCMR],"CEMVR,CEPVR",chemical,1,2,CEMVR,CEPVR,,
1830,N930,[AIZL],"AIBR,AVER",chemical,2,2,AIBR,AVER,,
1829,N930,VGfrag,"ALML,[BDUL]",chemical,2,2,ALML,[BDUL],,
10583,N930,RIFL,[RIML],chemical,1,1,[RIML],,,
1828,N930,obj121074,"[AVBR],[MCMR]",chemical,5,2,[AVBR],[MCMR],,
1827,N930,[PLNR],"SAADR,SMBVR",chemical,2,2,SAADR,SMBVR,,
1826,N930,RIVL,SAADR,chemical,4,1,SAADR,,,
1825,N930,[AVHR],"VGR[PVCL],SMBVR",chemical,3,2,VGR[PVCL],SMBVR,,
4446,N930,[AIAR],[ASGR],chemical,1,1,[ASGR],,,
1823,N930,[AVHR],"obj121003,ADFR",chemical,1,2,obj121003,ADFR,,
1822,N930,[ADLL],"[AIBL],[PVQL],CEPDL",chemical,1,3,[AIBL],[PVQL],CEPDL,
1821,N930,[ASKL],"[AIBL],VC16",chemical,3,2,[AIBL],VC16,,
1820,N930,[PLNR],"SAADR,SMBVR",chemical,3,2,SAADR,SMBVR,,
1819,N930,[ASHR],"AVDL,[AVBR]",chemical,1,2,AVDL,[AVBR],,
1818,N930,[AVFR],"[MCMR],[AVBR]",chemical,4,2,[MCMR],[AVBR],,
1817,N930,[ASHR],AVDL,chemical,2,1,AVDL,,,
8360,N930,[MCML],"[AVBL],[CEMVL]",chemical,2,2,[AVBL],[CEMVL],,
1815,N930,[ASIL],"[AIBL],[ASGL]",chemical,2,2,[AIBL],[ASGL],,
1814,N930,ADFL,"[AIZL],RIAL",chemical,3,2,[AIZL],RIAL,,
1813,N930,[AQR],"PVCL,[AVBR]",chemical,3,2,PVCL,[AVBR],,
1812,N930,[CEPshVL],"[AINR],RIBL",chemical,2,2,[AINR],RIBL,,
1811,N930,[AUAL],"RIAL,RIBL",chemical,7,2,RIAL,RIBL,,
1810,N930,[CEPshVL],"[AINR],RIBL",chemical,4,2,[AINR],RIBL,,
1809,N930,[ASEL],"NR32,[AWCL]",chemical,4,2,NR32,[AWCL],,
1808,N930,PLNL,"SAADL,SMBVL",chemical,13,2,SAADL,SMBVL,,
1807,N930,AFDR,AIYR,chemical,8,1,AIYR,,,
1796,N930,[PVT],"NRVfrag9,[AVKL]",chemical,3,2,NRVfrag9,[AVKL],,
1795,N930,AVL,"RMEV,RIS",chemical,1,2,RMEV,RIS,,
1794,N930,AVL,RMEV,chemical,6,1,RMEV,,,
1793,N930,CEMVR,"[AVBL],###",chemical,1,2,[AVBL],###,,
1792,N930,CEMVR,"AVDL,[AVBL],[AVBR]",chemical,16,3,AVDL,[AVBL],[AVBR],
1789,N930,[RICL],"AVAL,SMDDR",chemical,4,2,AVAL,SMDDR,,
1787,N930,RIS,"RIS,RMEV",chemical,3,2,RIS,RMEV,,
1786,N930,RIS,"SMDDR,RIML",chemical,4,2,SMDDR,RIML,,
7763,N930,SAAVL,"[RIMR],SMDDR",chemical,1,2,[RIMR],SMDDR,,
7762,N930,SAAVL,"RMFR,[RIMR]",chemical,1,2,RMFR,[RIMR],,
1784,N930,RIAL,"SMDVR,RMDDL",chemical,1,2,SMDVR,RMDDL,,
1783,N930,RIAL,"SMDVR,RMDDL",chemical,2,2,SMDVR,RMDDL,,
1782,N930,SMDVR,RIAL,chemical,5,1,RIAL,,,
1781,N930,[RICR],"SMDDL,AVAR",chemical,2,2,SMDDL,AVAR,,
1780,N930,CEPDL,"SMDDL,AVAR",chemical,1,2,SMDDL,AVAR,,
1779,N930,[RIML],"SAAVR,SMDDL",chemical,4,2,SAAVR,SMDDL,SMDDL,
1778,N930,SAAVR,"AVAR,SMDDL",chemical,4,2,AVAR,SMDDL,,
1777,N930,SAAVR,"RMFL,AVAR",chemical,3,2,RMFL,AVAR,,
1773,N930,RIAR,"SMDDR,[SMDVL]",chemical,1,2,SMDDR,[SMDVL],,
1772,N930,[SMDVL],"RIAR,SMDDR",chemical,3,2,RIAR,SMDDR,,
1769,N930,[ADLL],"[ASGL],[AIBL],[ASHL]",chemical,2,3,[ASGL],[AIBL],[ASHL],
1768,N930,[AVDR],"RID,[AVBR],PVCL",chemical,1,3,RID,[AVBR],PVCL,
1767,N930,ALML,[CEPVL],chemical,1,1,[CEPVL],,,
7761,N930,[AIMR],"AIBR,[AIAR]",chemical,1,2,AIBR,[AIAR],,
1766,N930,PVCL,"[AVDR],RID,SIAVL",chemical,2,3,[AVDR],RID,SIAVL,
1765,N930,[AFDL],NR32,chemical,2,1,NR32,,,
1762,N930,[ASKR],"[AIAR],[ASHR]",chemical,1,2,[AIAR],[ASHR],,
1760,N930,RIR,[AUAR],chemical,1,1,[AUAR],,,
1759,N930,AWAR,AIZR,chemical,1,1,AIZR,,,
1758,N930,AIYR,"AFDR,AIZR,AWAR",chemical,3,3,AFDR,AIZR,AWAR,
1757,N930,CEMVR,"AVDL,[AVBL]",chemical,4,2,AVDL,[AVBL],,
1756,N930,[MCMR],"[AVBR],CEMVR",chemical,2,2,[AVBR],CEMVR,,
1755,N930,[RICL],"AVAL,SMDDR",chemical,1,2,AVAL,SMDDR,,
1754,N930,CEPVR,[SIAVR],chemical,1,1,[SIAVR],,,
1753,N930,RIAL,"SMDVR,RMDDL",chemical,1,2,SMDVR,RMDDL,,
1752,N930,RIAL,"SMDVR,RMDDL",chemical,1,2,SMDVR,RMDDL,,
1751,N930,[CEMVL],"[MCML],[AVBL],[CEMVL]",chemical,3,3,[MCML],[AVBL],[CEMVL],
1791,N930,[RIGR],"RIR,AVEL",chemical,8,2,RIR,AVEL,,
1742,N930,[CEMVL],"[AVBL],[AVFL]",chemical,1,2,[AVBL],[AVFL],,
1742,N930,[CEMVL],"[AVBL],[AVFL]",chemical,4,2,[AVBL],[AVFL],,
1741,N930,[ASKL],VC16,chemical,1,1,VC16,,,
1740,N930,[ASIL],"AIML,VC16,[AIBL]",chemical,2,3,AIML,VC16,[AIBL],
6109,N930,[AIYL],"RIBL,RIAL",chemical,5,2,RIBL,RIAL,,
1738,N930,[AIZL],"RIAL,ADFL",chemical,2,2,RIAL,ADFL,,
1737,N930,[AIZL],"AIBR,AVER",chemical,5,2,AIBR,AVER,,
1736,N930,RIS,"[AVKR],VC80,RIML",chemical,3,3,[AVKR],VC80,RIML,
1734,N930,[RIMR],"SMDDR,SAAVL,RMFR",chemical,3,3,SMDDR,SAAVL,RMFR,
1733,N930,RIAR,"SMDDR,[SMDVL]",chemical,1,2,SMDDR,[SMDVL],,
1732,N930,RIAR,"RMDDR,SMDDR,RIVL",chemical,5,3,RMDDR,SMDDR,RIVL,
1731,N930,RIAR,"SMDDR,[SMDVL]",chemical,7,2,SMDDR,[SMDVL],,
1730,N930,RIVL,"mus-V,SAADR",chemical,5,2,mus-V,SAADR,,
1729,N930,RIVL,"mus-V,mus-V",chemical,1,2,mus-V,mus-V,,
1728,N930,AIML,VC16,chemical,1,1,VC16,,,
10638,N930,[AVFR],"[MCMR],[RIFR]",chemical,4,2,[MCMR],[RIFR],,
7760,N930,RIH,"RIAR,RIBR",chemical,3,2,RIAR,RIBR,,
1716,N930,RIVR,SAADL,chemical,3,1,SAADL,,,
1715,N930,[RICR],"AVAR,RMFL",chemical,3,2,AVAR,RMFL,,
1714,N930,AIML,[CEPVL],chemical,1,1,[CEPVL],,,
10402,N930,CEPVR,[AWCR],chemical,1,1,[AWCR],,,
1712,N930,[AIMR],"obj118105,AIBR,[AIAR]",chemical,2,3,obj118105,AIBR,[AIAR],
1710,N930,SDQR,"ALMR,[AVBR],[PVR]",chemical,6,3,ALMR,[AVBR],[PVR],
1709,N930,PLNL,"SAADL,SMBVL",chemical,5,2,SAADL,SMBVL,,
1708,N930,RIAL,"SMDDL,RIVR",chemical,1,2,SMDDL,RIVR,,
1707,N930,NRL,[RIGL],chemical,3,1,[RIGL],,,
1691,N930,CEMVR,"CEPVR,NR102",chemical,1,2,CEPVR,NR102,,
1690,N930,RIH,"RIAR,BAGL",chemical,1,2,RIAR,BAGL,,
7759,N930,[AUAR],"RIBR,RIAR",chemical,2,2,RIBR,RIAR,,
1689,N930,[MCMR],"[AVBR],CEMVR",chemical,1,2,[AVBR],CEMVR,,
1688,N930,[RICL],"AVAL,SMDDR",chemical,3,2,AVAL,SMDDR,,
1687,N930,SMBVL,"SAADL,RIVR",chemical,2,2,SAADL,RIVR,,
1686,N930,RIVR,"SMDVR,RMDDL,RIAL",chemical,2,3,SMDVR,RMDDL,RIAL,
1684,N930,[AIZL],"AVER,AIBR,obj117882",chemical,2,3,AVER,AIBR,obj117882,
1684,N930,[AIZL],"AVER,obj118082,[AVKR]",chemical,1,3,AVER,obj118082,[AVKR],
1683,N930,ADFL,"RIAL,[AUAL]",chemical,1,2,RIAL,[AUAL],,
1681,N930,[AUAL],"RIAL,obj117531,obj117532",chemical,2,3,RIAL,obj117531,obj117532,
1679,N930,[AINR],"NR31,[AIYL]",chemical,3,2,NR31,[AIYL],,
1677,N930,SAAVL,"SMDDR,AVAL",chemical,13,2,SMDDR,AVAL,,
1676,N930,RIVL,"SMDDR,RIAR",chemical,2,2,SMDDR,RIAR,,
